suggestion_id,content_masked,topic_label,pain_score,pain_score_new
1115,chưa hết hạn trả tiền trong kỳ thì đừng gọi điện thoại hối liên tục như vậy rất phiền,Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
1441,"đến hạn thang toán ví trả sau thì chỉ cần gửi thông báo , gọi điện làm phiền nhiều lần rất phiền phức ",Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
1449,"cuộc gọi làm phiền của bên thứ 3 là Fr trong mục vay nhanh rất phiền ,gọi liên tục và nửa đêm vẫn gọi ,trong khi đã thanh toán tiền hàng tháng ",Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
1605,"nhân viên gọi làm phiền liên tục và chưởi mắng khách hàng, số điện thoại này gọi  [PHONE] ",Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
1965,việc nhắc nợ quá nhiều khiến tôi cảm thấy khá phiền và rất khó chịu. Nên chỉ nhắc 1 app và nhắc khi khách hàng chưa thanh toán. Việc cứ nhắc nợ liên tục trong khi khách hàng đã thanh toán dư nợ rồi khiến tôi cảm thấy khá là khó chịu,Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
2537,"Cái việc mà gọi là đôn đốc khách hàng đến hạn thanh toán nợ của các bạn. còn đối với riêng tôi và rất nhiều người cảm thấy phiền.. các bạn có phân biệt được sắp đến và đến, Tới hoặc sắp tới chưa. phải chi lố ngày thanh toán cũng chã buồn nói. đằng này còn tận 3 4 mà đã nhẩy dựng lên như động kinh gọi liên tục. ủa gì vậy.đang làm cái gì vậy app 🤞🤞🤞",Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
2618,"còn 5 ngày đến thời hạn thanh toán nhưng tổng đài tự động liên tục gọi nhắc nhở thanh toán, thanh toán xong vẫn nhắn tin nhắc nợ, gây phiền hà cho khách hàng, sản phẩm kém😅",Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
2837,"chưa có tháng nào trễ hẹn, bao nhiêu năm nay, tự nhiên sau tết năm nay ngày nào cũng gọi, đã nói là đúng hẹn bao nhiêu năm nay rồi, gọi kêu tại mày chưa trả? thiệt gọi vậy bảo sao ngta không ghét, không quỵt, sáng gọi chiều gọi? làm tới 4-5h sang, 8h sáng gọi? lần nào gọi cũng bắt máy chứ có phải cho chờ không đâu? mình có bộ lọc người trả và không trả không? chứ thấy có mỗi tháng này phiền lắm rồi đó, gọi đã nói là em lúc nào cũng đúng hẹn, ừ ừ xong gọi tiếp, hẹn 4/3, gọi hoài",Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
3315,"Làm ơn dẹp cái tính năng Nhắc trả nợ đi.
Tôi không nợ nần gì ai, nhất là người lạ mà cứ bị tin nhắn liên tục nhắc trả nợ!
Mà thiệt ra có phải mục đích nhắc trả nợ đâu, toàn là quảng cáo cho vay nặng lãi không!
Tôi cảm thấy bị làm phiền vô cùng!!!",Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
3554,"dịch vụ làm phiền khách hàng, còn 5 ngày đến hạn thanh toán mà tổng đài tự động liên tục gọi nhắc thanh toán ",Cụm 0: Gọi / Điện / Thoại,0.35,0.40570672269309915
446,"Trong hợp đồng vay không có ghi là phải thanh toán trước hạn bao nhiêu ngày. Ngày 5 tôi đến hạn, ngày 4 đã gọi cháy máy và còn gọi số tham chiếu làm phiền. Người gọi dùng lời lẽ nặng nhẹ và không chuyên nghiệp",Cụm 0: Gọi / Điện / Thoại,0.65,0.38039110740697213
1787,Khi chuyển đổi giữa wifi và 4g thường bị lỗi kết nối. Thoát ra vô lại nhiều lần vẫn chưa chuyển tiền được.,Cụm 0: Gọi / Điện / Thoại,1.0,0.37220789744392513
170," [PHONE]  
THU HỒI NỢ NÓI CHUYỆN HÂM DOẠ ĐE DOẠ NGƯỜI KHÁC TRONG KHI ĐÃ ĐƯỢC PHẢN HỒI CÔNG TY TÀI CHÍNH LỚN THÌ ĐÀO TẠO NHÂN VIÊN LỊCH SỰ MỘT TÍ NGƯỜI TA CÒN TRẢ TIỀN CHO CHỨ CHƯA GÌ MÀ ĐE DOẠ HÂM DOẠ GIỐNG APP ĐEN KHÔNG APP ĐEN NÓ CÒN CHƯA MỚI MỨC DỒN NGƯỜI TA VÔ ĐƯỜNG CÙNG ",Cụm 0: Gọi / Điện / Thoại,0.0,0.357936173323806
1935,đề nghị kiểm tra rà soát lại những ví trả sau trước kho gọi điện hoặc gửi thông báo đe doạ.,Cụm 0: Gọi / Điện / Thoại,0.0,0.357936173323806
2039,đến hạn nhắc nhở khách hàng chứ sao lại nhắn tin đe dọa ?,Cụm 0: Gọi / Điện / Thoại,0.0,0.357936173323806
2204,hôm nay chưa tới ngày đóng tiền nhưng tôi đã đóng mà nhân viên đt đe dọa tôi,Cụm 0: Gọi / Điện / Thoại,0.0,0.357936173323806
2759,"trễ mới 1 ngày mà bên nhân viên nói chuyện có nội dung hâm doạ, đe doạ,đóng mấy tháng nay điều đúng hạn,tháng này trễ 1 ngày mà điện biết địa chỉ nhà, chỗ làm rồi tùm lum đã vay rất nhiều chỗ cic luôn tốt có trễ thì đóng phạt,mà vay bên này vay làm trải nghiệm không tốt và tôi sẽ tất toán không bao giờ quay lại ",Cụm 0: Gọi / Điện / Thoại,0.0,0.357936173323806
2738,các bạn mở chứng khoán để chơi như các bà nội trợ đầu tư canh thị trường kiếm lãi ít. nhưng lúc rẻ mua vào thì k có mã về khi lãi muốn bán thì chờ mã về lâu k bán được. tôi rất muốn dùng app các bạn để đầu tư nhiều nhưng điều đó là không thể vì các bạn xử lý lệnh rất chậm trễ. hãy tưởng tượng đầu tư nhiều lỗ muốn bán ra mà các bạn k xly bán được đợi 2-3 ngày mất bao nhiêu. nên nếu đã mở cho đầu tư thì nên chuyên nghiệp không thì bỏ luôn app đầu tư chứng khoán,Cụm 0: Gọi / Điện / Thoại,0.65,0.3336110336260184
180,"khi muốn tự gia hạn cho tài khoản bất cứ dịch vụ nào 
thì tôi cần xác nhận từ người đang sử dụng dịch vụ có cần phải gia hạn thêm hay không?
tại sao lại tự gia hạn dịch vụ của tôi , để tôi phải bị trừ mất tiền trong tài khoản , ",Cụm 0: Gọi / Điện / Thoại,0.65,0.2932724365388828
213,"về vấn đề mua hàng trên các app như tiktok, grab, xanh SM,... trước khi thực hiện giao dịch hãy cho xác nhận lại 1 lần nữa, đừng cho tự động trừ tiền nhé! thanks",Cụm 0: Gọi / Điện / Thoại,0.65,0.2932724365388828
628,toàn tự động trừ tiền mà không thông báo trước trừ lúc nào mình cũng không biết luôn,Cụm 0: Gọi / Điện / Thoại,0.65,0.2932724365388828
3245,trước khi trừ tiền nên hỏi trước phải có nút đồng ý chứ ko cho Ncc dịch vụ tự trừ như v nữa. vì tôi hết nhu cầu dùng mà quên huỷ,Cụm 0: Gọi / Điện / Thoại,0.65,0.2932724365388828
1036,Đang chuẩn bị thanh toán thì ngân hàng bảo trì. Thế mà bên Mcredit đã gọi về cho gia đình tôi. Tôi hoàn toàn không hài lòng.,Cụm 0: Gọi / Điện / Thoại,0.0,0.27871410849827033
3709,trên hợp đồng ngày 14/3 mới đến hạn trả ...mà mới ngày 10 / 3 điện hối trả trước 17h chiều là rất không hài lòng ...,Cụm 0: Gọi / Điện / Thoại,0.0,0.27871410849827033
39,"ngày mồng 4 đến hạn mới mồng 1 gọi sớm quá là rất phiền, mình góp ý các bạn để khách tự giác chuyển trả đúng ngày nhé ",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
65,bị làm phiền bởi bên ngân hàng cho vay :)) mình thanh toán rồi nhưng gọi điện rất là phiền,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
211,"mình nghĩ trước khi thanh toán hoá đơn gì cần thông báo trước cho người dùng, không tự ý đăng kí gia hạn bất cứ gì, để người dùng không cảm thấy khó chịu về vấn đề này.",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
502,"Nhắc nhở nhân viên thu nợ, bớt làm phiền khách, chưa tới ngày đóng mà cứ nt làm phiền khách từ đt tới zalo",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
579,"Tôi đã thanh toán hoá đơn trả sau , mà sao áp cứ báo hoài rất phiền. 
",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
665,là khách hàng uy tín ko bao giờ đóng phí trễ thế nhưng mỗi tháng bị nhân viên gọi làm phiền mãi … rất phản cảm,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
795,tôi đã đóng tiền rồi tại sao lại gọi làm phiền ?,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
921,khách k thích nhắc nợ vui lòng k điện thoại làm phiền,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1025,"rất phiền nha, 10 tây tới hạn mà 6 7 tây ngày nào cũng gọi, lần đầu cũng như lần cuối sử dụng dịch vụ",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1165,không cần xác nhận sinh trắc học rồi gửi số điện thoạibnanj bè để xác thực. phiền ra,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1210,Nhân viên bên vay nhanh quá làm phiền khách hàng. Hạn đóng là ngày 8 tây mà mới vào ngày 2 tây là nv gọi làm phiền suốt cả chục cuộc gọi mỗi ngày. Đã gửi tn zalo nhắc khách hàng rồi thì có cần phải gọi quấy rối khách hàng suốt từ trước cả tuần như vậy k ?,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1244,quảng cáo nhưng KH ko quan tâm đã tắt nhưng cứ thoát app vào lại vẫn hiển thị . việc lặp đi lặp lại quảng cáo như thế này tại trang chính nhìn rất phiền,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1331,có đổi sdt tài khoản khi khách hàng đã sử dụng lâu 1 tài khoản và liên kết nhiều kênh nhưng thay đổi sdt. việc tạo một tài khoản khác và liên kết lại từ đầu rất phiền,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1541,"đã thanh toán ví trả sau lúc 11h30 nhưng vẫn bị gọi làm phiền, gọi gì 6-7 cuộc phiền quá",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1841,đã thanh toán nhưng bị nhân viên gọi làm phiền,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1982,"Tại sao cứ tick sẳn vào ô bật vân tay,  tôi cảm thấy cực kỳ cực kỳ phiền khi mỗi lần xác nhận phải nhấn vào bỏ chọn ô này, làm ơn đừng có bật chọn xác nhận vân tay nữa, tôi đã tắt rồi mà cứ bắt tôi phải bật lại là sao.",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
1983,đã đóng tiền nhưng vẫn nhắn tin điện thoại làm phiền.,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
2083,"chưa tới ngày thanh toán đừng có gọi nhìu ạ, gọi một lần thôi là tụi tui bít tự đóng ạ đừng gọi quá nhìu mình cảm thấy phiền ạ ",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
2586,"Hoá đơn đã thanh toán nhưng mỗi ngày app vẫn thông báo có hoá đơn cần thanh toán, tạo trai nghiệm khó chịu trong quá trình sử dụng",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
2627,yêu cầu đừng điện thoại nhắc đóng tiền chưa tới ngày mà điện thoại trước ngày 3 4 cuộc phiền chết đi được,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
2885,Đã thanh toán và không bị quá hạn nhưng vẫn gọi hơn 20 cuộc gọi làm phiền,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
2901,"tổng đài cứ gọi kêu thanh toán, nhưng trong khi đã chuyển đổi trả góp và đã đóng tiền của tháng theo đúng quy định, vấn đề này gây khó chịu cho người dùng, ad phải thường xuyên cập nhật và thông báo xuống cho mấy bạn nhân viên tổng đài tình hình mới nhất hằn ngày để tránh nhân viên không biết cứ gọi điện phiền lắm ạ! ",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
3149,"bớt gọi điện làm phiền lại, nhắc 1 2 lần thôi ngta vay trả đàng hoàng chứ gì mà một ngày gọi ngta 15 cuộc vậy ko chán à?",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
3461,tôi muốn góp ý là mỗi khi chuyển khoản xong là không có nút back(quay về) được mà chỉ nhất được nút home về trang chủ rất phiền phức mỗi khi mình muốn chuyển tiếp,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
3531,"khách chưa để quá hạn thì gọi ít thôi, làm phiền từ sáng đến tối trong khi người ta chưa để quá hạn",Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
3538,chưa đến ngày trả hàng tháng đã bị gọi làm phiền,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
3708,tại sao ngày 13 mới đến ngày đóng tiền của tôi mà cứ gọi điện làm phiền vậy,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
3757,"tính phí cao quá, khách rất ngại sử dụng dịch vụ này nhé",Cụm 0: Gọi / Điện / Thoại,0.65,0.24779079532600848
3907,gần tới ngày đóng 1-2 ngày hả gọi mình gọi sớm quá gây khó chịu mình xin góp ý,Cụm 0: Gọi / Điện / Thoại,0.0,0.24779079532600848
316,"trường mình yêu cầu chụp màn hình ck học phí của trường để được miễn giảm học phí
điều kiện là ảnh chụp màn hình chuyển khoản phải có tên người gửi
tôi đề xuất app MOMO trên màn hình giao dịch thành công phải đi kèm tên người Gửi",Cụm 0: Gọi / Điện / Thoại,0.35,0.22124219558999517
3140,"mình xin có ý kiến mục mua sắm hoàn tiền, nên thêm mục giá trị đơn hàng vào để người mua nắm được là mình đc hoàn cho đơn nào, để mã đơn, phải quay lại app mua sắm tìm, rất mất thời gian. thanks",Cụm 0: Gọi / Điện / Thoại,0.35,0.22124219558999517
3815,"có phát sinh doanh thu trong 30 ngày (BPU) nhưng không hiển thị mục cửa hàng tại màn hình home như ảnh.
Góp ý: bổ sung điều kiện nếu MID ở trạng thái tạm khoá (204) -> k hiển thị mục này ở home nữa",Cụm 0: Gọi / Điện / Thoại,0.35,0.22124219558999517
226,"Thế sao trên app ko báo luôn là quá hạn mức nạp tiền cho khách hàng biết luôn đi các bạn?
Báo lỗi rõ ràng luôn cũng là một cách làm khách hàng hài lòng đấy nhé.
Cảm ơn các bạn",Cụm 0: Gọi / Điện / Thoại,0.65,0.21429197007683445
420,"CM gửi tin nhắn không được sao? mà cứ ngày nào cũng gọi !! , mà gọi kiểu thiết lập cho có, Đã đến kỳ tt chưa? ngày nào cũng gọi ảnh hưởng đời sống công việc? thiết lập lại đi…",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
472,"việc chuyển tiền, quét mã thanh toán cho đối tác MoMo, chuyển trong chat khá rời rạc, chưa hiểu mong muốn của người dùng chưa giúp thao tác nhanh các giao dịch lặp lại.
vd: lần 1 tôi quét mã đối tác để thanh toán.
nhưng khi quay lại lần 2 tôi vẫn cần thao tác như lần đầu, không được điền sẵn số tiền, không thể tìm tên quán số đt,...
Có thể cải tiến:
chỉ cần 1 lần chuyển tiền bằng bất cứ hình thức nào, cũng có thể tìm thông tin liên quan đến tk nhậnđó từ tất cả các kênh, dễ dàng lặp lại giao dịch",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
1437,"Thêm tính năng xóa người theo dõi hóa đơn đã thêm vào. Tôi không có nhu cầu chia sẻ hóa đơn này với người kia nữa, nhưng không thể xóa người đó khỏi danh sách",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
1547,Điện thoại tôi bị hỏng camera trước không thể xác thực được. Mong là bản nâng cấp tiếp theo có thể có nút đổi camera sau,Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
1813,tôi không thể xóa các cuộc hội thoại trong phần nhắn tin. hãy bổ sung tính năng xóa cuộc hội thoại trong phần tin nhắn,Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
1919,"Tôi vô cùng đề nghị bỏ chế độ hoàn nhanh shopee trên momo và đợi sau khi không thể hoàn hủy đơn gì nữa mới hoàn tiền, vì sẽ làm tăng số lượng đơn ảo đặt bằng địa chỉ người khác hoặc đơn ảo, ship tới mà không nhận hàng chỉ để nhận hoàn tiền mua sắm!",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
2180,"Nhân viên gọi em nhắc thanh toán , do bên nhân viên sóng yếu hay sao em không rỏ nhưng mà em nghe chị nhân viên nói vấp vấp , em nói nhẹ nhàng dạ thưa với chị là nói lại do chị nói bên em nghe không được , thì chị nhân viên thái độ với em . Chị thái độ bảo “ em ơi chị nói 3 lần rồi “ em chưa nói gì thì chị cúp máy . em mong bên mình điều chỉnh lại thái độ nhân viên ",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
2190,mong mono làm việc lại với highland về chính sách đặt trước khi khách đã thanh toán trên ứng dụng làm trước order để khách tiện lợi đỡ mất thời gian chờ đợi,Cụm 0: Gọi / Điện / Thoại,0.65,0.21429197007683445
2489,"tôi muốn góp ý chức năng đặt lệnh
bối cảnh : người sử dụng ck momo có thể không phải nhà giao dịch chuyên nghiệp , không thể ngày nào cũng canh bảng điện
vấn đề hiện tại : giới hạn của việc đặt lệnh chỉ có thể thực hiện trong ngày , ví dụ vùng giá mua thấp hơn giá sàn thì lệnh đó sẽ bị hủy vì qua ngày giao dịch
đề xuất : hi vọng trong tương lai sẽ cò thêm chức năng đặt và giữ lệnh trong thời gian dài 15 30 45 90 ngày trước khi lệnh bị hủy",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
2882,"tôi hi vọng Momo sẽ sớm cho thay đổi số điện thoại dễ dàng hơn mà không cần phải có sim cũ mới đổi được,khách hàng có thể mất sim hoặc nhiều trường hợp không thể có số cũ nên việc chỉ có sim cũ mới đổi được rất rắc rối và không giải quyết được vấn đề,cả khi muốn cập nhật số cũng không thể hay việc xoá tài khoản cũng rất khó khăn",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
2953,"ngắn gọn: ""Đã tất toán 6tr8 ngày 01/02 (Mã GD:  [NUMBER] ) nhưng chưa có gói vay lại. Nhờ kiểm tra lỗi đồng bộ và mở hạn mức cao hơn (10-20tr) giúp tôi.",Cụm 0: Gọi / Điện / Thoại,0.65,0.21429197007683445
